sku,description,category,brand,size,material,thread,length,uom,pack_qty,unit_price,status,replaced_by
CLAMP-12-SS,"Worm Gear Hose Clamp #12 (11/16""-1-1/4"") Stainless",hose,Flexon,#12,SS,,,EA,1,1.10,active,
CLAMP-6-SS-BX,Worm Gear Hose Clamp #6 Stainless (Box of 10),hose,Flexon,#6,SS,,,BX,10,8.40,active,
WN-YEL,Wire Nut Yellow Winged Twist-On Connector (Box of 100),electrical,Ampline,Yellow,,,,BX,100,7.62,active,
WN-RED,Wire Nut Red Winged Twist-On Connector (Box of 100),electrical,Ampline,Red,,,,BX,100,6.85,active,
WN-BLU,Wire Nut Blue Winged Twist-On Connector (Box of 100),electrical,Ampline,Blue,,,,BX,100,7.17,active,
WN-GRY,Wire Nut Gray Winged Twist-On Connector (Box of 100),electrical,Ampline,Gray,,,,BX,100,7.99,active,
WN-ORG,Wire Nut Orange Winged Twist-On Connector (Box of 100),electrical,Ampline,Orange,,,,BX,100,7.07,active,
EMT-1/2-10,"1/2"" EMT Conduit 10 ft Stick",electrical,Ampline,1/2,GALV,,10,EA,1,8.07,active,
CONN-EMT-1/2-SS,"1/2"" EMT Set Screw Connector Steel",electrical,Ampline,1/2,STL,,,EA,1,1.24,active,
CPL-EMT-1/2-SS,"1/2"" EMT Set Screw Coupling Steel",electrical,Ampline,1/2,STL,,,EA,1,1.56,active,
STRAP-EMT-1/2,"1/2"" EMT One Hole Strap Steel (Bag of 25)",electrical,Ampline,1/2,STL,,,BG,25,4.37,active,
EMT-3/4-10,"3/4"" EMT Conduit 10 ft Stick",electrical,Ampline,3/4,GALV,,10,EA,1,11.76,active,
CONN-EMT-3/4-SS,"3/4"" EMT SET SCREW CONNECTOR STEEL",electrical,Ampline,3/4,STL,,,EA,1,1.61,active,
CPL-EMT-3/4-SS,"3/4"" EMT Set Screw Coupling Steel",electrical,Ampline,3/4,STL,,,EA,1,1.85,active,
STRAP-EMT-3/4,"3/4"" EMT One Hole Strap Steel (Bag of 25)",electrical,Ampline,3/4,STL,,,BG,25,5.79,active,
EMT-1-10,"1"" EMT Conduit 10 ft Stick",electrical,Ampline,1,GALV,,10,EA,1,12.61,active,
CONN-EMT-1-SS,"1"" EMT  Set Screw Connector Steel",electrical,Ampline,1,STL,,,EA,1,1.79,active,
CPL-EMT-1-SS,"1"" EMT Set Screw Coupling Steel",electrical,Ampline,1,STL,,,EA,1,2.45,active,
STRAP-EMT-1,"1"" EMT One Hole Strap Steel (Bag of 25)",electrical,Ampline,1,STL,,,BG,25,5.45,active,
EMT-1-1/4-10,"1-1/4"" EMT Conduit 10 ft Stick",electrical,Ampline,1-1/4,GALV,,10,EA,1,14.60,active,
CONN-EMT-1-1/4-SS,"1-1/4"" EMT Set Screw Connector Steel",electrical,Ampline,1-1/4,STL,,,EA,1,2.42,active,
CPL-EMT-1-1/4-SS,"1-1/4"" EMT Set Screw Coupling Steel",electrical,Ampline,1-1/4,STL,,,EA,1,2.47,active,
STRAP-EMT-1-1/4,"1-1/4"" EMT One Hole Strap Steel (Bag of 25)",electrical,Ampline,1-1/4,STL,,,BG,25,6.26,active,
CB-15A-1P,Circuit Breaker 15A 1-Pole 120/240V Plug-On 10kAIC,electrical,Ampline,15A,,,,EA,1,15.72,active,
CB-20A-1P,Circuit Breaker 20A 1-Pole 120/240V Plug-On 10kAIC  ,electrical,Ampline,20A,,,,EA,1,18.72,active,
CB-30A-1P,Circuit Breaker 30A 1-Pole 120/240V Plug-On 10kAIC,electrical,Ampline,30A,,,,EA,1,22.19,active,
CB-20A-2P,Circuit Breaker 20A 2-Pole 120/240V Plug-On 10kAIC,electrical,Ampline,20A,,,,EA,1,23.22,active,
CB-30A-2P,Circuit Breaker 30A 2-Pole 120/240V Plug-On 10kAIC,electrical,Ampline,30A,,,,EA,1,24.38,active,
CB-50A-2P,Circuit Breaker 50A 2-Pole 120/240V Plug-On 10kAIC,electrical,Ampline,50A,,,,EA,1,33.71,active,
CB-60A-2P,CIRCUIT BREAKER 60A 2-POLE 120/240V PLUG-ON 10KAIC,electrical,Ampline,60A,,,,EA,1,42.13,active,
CB-100A-2P,Circuit Breaker 100A 2-Pole 120/240V Plug-On 10kAIC  ,electrical,Ampline,100A,,,,EA,1,50.87,active,
THHN-14-BLK-500,THHN Wire 14 AWG Stranded Black 500 ft Spool,electrical,Ampline,14 AWG,CU,,500,RL,1,19.56,active,
THHN-14-WHT-500,THHN Wire 14 AWG Stranded White 500 ft Spool,electrical,Ampline,14 AWG,CU,,500,RL,1,21.54,active,
THHN-14-GRN-500,THHN Wire 14 AWG Stranded Green 500 ft Spool,electrical,Ampline,14 AWG,CU,,500,RL,1,19.32,active,
THHN-14-RED-500,THHN Wire 14 AWG Stranded Red 500 ft Spool,electrical,Ampline,14 AWG,CU,,500,RL,1,20.95,active,
THHN-12-BLK-500,THHN Wire 12 AWG Stranded Black 500 ft Spool,electrical,Ampline,12 AWG,CU,,500,RL,1,26.54,active,
THHN-12-WHT-500,THHN Wire 12 AWG Stranded White 500 ft Spool,electrical,Ampline,12 AWG,CU,,500,RL,1,27.42,active,
THHN-12-GRN-500,THHN Wire 12 AWG Stranded Green 500 ft Spool,electrical,Ampline,12 AWG,CU,,500,RL,1,27.24,active,
THHN-12-RED-500,THHN Wire 12 AWG Stranded Red 500 ft Spool,electrical,Ampline,12 AWG,CU,,500,RL,1,24.70,active,
THHN-10-BLK-500,THHN Wire 10 AWG Stranded Black 500 ft Spool,electrical,Ampline,10 AWG,CU,,500,RL,1,32.69,active,
THHN-10-WHT-500,THHN Wire 10 AWG Stranded White 500 ft Spool,electrical,Ampline,10 AWG,CU,,500,RL,1,27.34,active,
THHN-10-GRN-500,THHN Wire 10 AWG Stranded Green 500 ft Spool,electrical,Ampline,10 AWG,CU,,500,RL,1,28.36,active,
THHN-10-RED-500,THHN Wire 10 AWG Stranded Red 500 ft Spool,electrical,Ampline,10 AWG,CU,,500,RL,1,30.51,active,
BOX-4SQ-2-1/8,"4"" Square Box 2-1/8"" Deep Steel",electrical,Ampline,4x4,STL,,,EA,1,3.05,active,
BOX-1G-HANDY,Handy Box 1-Gang 1-7/8 Deep Steel,electrical,Ampline,1G,STL,,,EA,1,2.12,active,
COVER-4SQ-BLANK,"4""  Square Blank Cover Steel",electrical,Ampline,4x4,STL,,,EA,1,0.93,active,
RCPT-20A-DUP,Duplex Receptacle 20A 125V Commercial Grade Ivory  ,electrical,Ampline,20A,,,,EA,1,4.37,active,
SW-20A-1P,Toggle Switch 20A Single Pole Commercial Grade Ivory,electrical,Ampline,20A,,,,EA,1,5.11,active,
TAPE-ELEC-3/4,"Vinyl Electrical Tape 3/4"" x 66 ft Black",electrical,Ampline,3/4,,,66,EA,1,2.14,active,
ZT-7-BX,"7"" Nylon Cable Tie 50 lb Natural (Bag of 100)",electrical,Ampline,7,NYL,,7,BG,100,6.62,active,
ZT-11-BX,"11"" Nylon Cable Tie 50 lb Black UV (Bag of 100)",electrical,Ampline,11,NYL,,11,BG,100,10.59,active,
GLV-NIT-S,Nitrile Coated Work Glove Size S Gray (Pair),safety,ShieldPro,S,NIT,,,PR,1,2.16,active,
GLV-NIT-S-DZ,Nitrile Coated Work Glove Size S Gray (Dozen Pair),safety,ShieldPro,S,NIT,,,DZ,12,22.95,active,
GLV-NIT-M,Nitrile Coated Work Glove Size M Gray (Pair),safety,ShieldPro,M,NIT,,,PR,1,2.02,active,
GLV-NIT-M-DZ,Nitrile Coated Work Glove Size M Gray (Dozen Pair),safety,ShieldPro,M,NIT,,,DZ,12,20.19,active,
GLV-NIT-L,Nitrile Coated Work Glove Size L Gray (Pair),safety,ShieldPro,L,NIT,,,PR,1,1.87,active,
GLV-NIT-L-DZ,Nitrile Coated Work Glove Size L Gray (Dozen Pair),safety,ShieldPro,L,NIT,,,DZ,12,22.98,active,
GLV-NIT-XL,Nitrile Coated Work Glove Size XL Gray (Pair),safety,ShieldPro,XL,NIT,,,PR,1,1.95,active,
GLV-NIT-XL-DZ,Nitrile Coated Work Glove Size XL Gray (Dozen Pair),safety,ShieldPro,XL,NIT,,,DZ,12,23.22,active,
GLV-LTH-M,Leather Palm Work Glove Size M (Pair),safety,ShieldPro,M,LTH,,,PR,1,4.18,active,
GLV-LTH-L,Leather Palm Work Glove Size L (Pair),safety,ShieldPro,L,LTH,,,PR,1,4.08,active,
GLV-LTH-XL,Leather Palm Work Glove Size XL (Pair),safety,ShieldPro,XL,LTH,,,PR,1,4.38,active,
GLV-NIT-EXAM-L-BX,Nitrile Exam Glove Powder Free Large Blue (Box of 100),safety,ShieldPro,L,NIT,,,BX,100,12.25,active,
GLV-NIT-EXAM-M-BX,Nitrile Exam Glove Powder Free Medium Blue (Box of 100),safety,ShieldPro,M,NIT,,,BX,100,11.85,active,
SG-CLR,Safety Glasses Clear Lens Anti-Fog Wraparound,safety,ShieldPro,,,,,EA,1,2.61,active,
SG-SMK,Safety Glasses Smoke Lens Anti-Fog Wraparound,safety,ShieldPro,,,,,EA,1,2.99,active,
SG-CLR-DZ,Safety Glasses Clear  Lens Anti-Fog (Dozen),safety,ShieldPro,,,,,DZ,12,31.07,active,
EARPLUG-BX,Foam Ear Plug Corded 32 dB NRR (Box of 100 Pair),safety,ShieldPro,,,,,BX,100,21.37,active,
HH-YEL,Hard Hat Type I Ratchet Suspension Yellow,safety,ShieldPro,,,,,EA,1,10.89,active,
HH-WHT,Hard Hat Type I Ratchet Suspension White,safety,ShieldPro,,,,,EA,1,11.82,active,
VEST-M,Class 2 Hi-Vis Safety Vest Lime Size M,safety,ShieldPro,M,,,,EA,1,7.53,active,
VEST-L,Class 2 Hi-Vis Safety Vest Lime Size L,safety,ShieldPro,L,,,,EA,1,8.20,active,
VEST-XL,Class 2 Hi-Vis Safety Vest Lime Size XL,safety,ShieldPro,XL,,,,EA,1,7.32,active,
VEST-2XL,Class 2 Hi-Vis Safety Vest Lime Size 2XL,safety,ShieldPro,2XL,,,,EA,1,7.68,active,
RESP-N95-BX,N95 Particulate Respirator (Box of 20),safety,ShieldPro,,,,,BX,20,21.67,active,
FACESHIELD,Face Shield Clear Polycarbonate w/ Headgear  ,safety,ShieldPro,,,,,EA,1,10.13,active,
TAPE-PTFE-1/2,"PTFE Thread Seal Tape 1/2""X520"" White",misc,Valvex,1/2,,,,EA,1,0.90,active,
TAPE-PTFE-3/4,"PTFE Thread Seal Tape 3/4"" x 520"" Yellow Gas",misc,Valvex,3/4,,,,EA,1,1.74,active,
PIPE-DOPE-8OZ,Pipe Thread Sealant w/ PTFE 8 oz Brush Top,misc,Valvex,8 oz,,,,EA,1,6.76,active,
TAPE-DUCT-2,"Duct Tape 2"" x 60 yd Silver",misc,Allmark,2,,,,EA,1,4.99,active,
CUT-OIL-16OZ,Cutting Oil Dark 16 oz,misc,Allmark,16 oz,,,,EA,1,6.28,active,
PEN-OIL-11OZ,Penetrating Oil Aerosol 11 oz,misc,Allmark,11 oz,,,,EA,1,5.90,active,
GRS-EP2-14OZ,Lithium EP2 Grease 14 oz Cartridge,misc,Allmark,14 oz,,,,EA,1,3.78,active,
GRS-EP2-14OZ-CS,Lithium EP2 Grease 14  oz Cartridge (Case of 10),misc,Allmark,14 oz,,,,CS,10,39.02,active,
RAG-25LB,Recycled Cotton Shop Rags 25 lb Box,misc,Allmark,25 lb,,,,BX,1,33.71,active,
TOWEL-BLUE-RL,Blue Shop Towel Roll 55 Sheet,misc,Allmark,,,,,RL,1,3.52,active,
TOWEL-BLUE-CS,Blue Shop Towel Roll 55 Sheet (Case of 30),misc,Allmark,,,,,CS,30,71.71,active,
MKR-PAINT-WHT,Solid Paint Marker White,misc,Allmark,,,,,EA,1,2.55,active,
MKR-PAINT-YEL,Solid Paint Marker Yellow,misc,Allmark,,,,,EA,1,2.78,active,
BRUSH-WIRE-1,"Wire Scratch Brush 1"" x 4 Row Carbon Steel",misc,Allmark,1,,,,EA,1,3.13,active,
BLADE-RECIP-9-PK,"9"" Reciprocating Saw Blade 14 TPI Bi-Metal (Pack of 5)",misc,Allmark,9,,,9,PK,5,15.31,active,
BLADE-UTIL-BX,Utility Knife Blade Heavy Duty (Box of 100),misc,Allmark,,,,,BX,100,9.19,active,
DISC-GRIND-4-1/2,"4-1/2"" x 1/4"" Grinding Wheel Type 27 Metal",misc,Allmark,4-1/2,,,,EA,1,2.26,active,
DISC-CUT-4-1/2,"4-1/2"" x .045"" Cut-Off Wheel Type 1 Metal",misc,Allmark,4-1/2,,,,EA,1,1.56,active,
ANCHOR-WEDGE-1/2x3-3/4-ZP,"Wedge Anchor 1/2"" x 3-3/4"" Zinc Plated (Box of 25)",misc,Torqline,1/2,ZP,13,3-3/4,BX,25,25.01,active,
ANCHOR-WEDGE-3/8x3-ZP,"Wedge Anchor 3/8"" x 3"" Zinc Plated (Box of 50)",misc,Torqline,3/8,ZP,16,3,BX,50,30.15,active,
PADLOCK-1-3/4,"Laminated Steel Padlock 1-3/4"" Keyed Different",misc,Allmark,1-3/4,,,,EA,1,8.14,active,
CHAIN-1/4-G30,"1/4"" Grade 30 Proof Coil Chain Zinc (per foot)",misc,Torqline,1/4,ZP,,,FT,1,1.79,active,
SHACKLE-1/2-G,"1/2"" Screw Pin Anchor Shackle Galvanized 2 Ton",misc,Torqline,1/2,GALV,,,EA,1,5.03,active,
TURNBUCKLE-1/2x6,"Turnbuckle Eye & Eye 1/2"" x 6"" Galvanized",misc,Torqline,1/2,GALV,,6,EA,1,7.19,active,
EL90-1/2-GALV,"1/2"" 90 Elbow Galvanized NPT 150#",pipe_fitting,Valvex,1/2,GALV,NPT,,EA,1,1.30,discontinued,EL90-1/2-GV
EL90-1-1/2-GALV,"1-1/2"" 90 Elbow Galvanized NPT 150#",pipe_fitting,Valvex,1-1/2,GALV,NPT,,EA,1,5.13,discontinued,EL90-1-1/2-GV
TEE-1-1/2-GALV,"1-1/2"" Tee Galvanized NPT 150#",pipe_fitting,Valvex,1-1/2,GALV,NPT,,EA,1,7.02,discontinued,TEE-1-1/2-GV
CPL-3/4-GALV,"3/4"" Coupling Galvanized NPT 150#",pipe_fitting,Valvex,3/4,GALV,NPT,,EA,1,1.62,discontinued,CPL-3/4-GV
HHCS-1/2-13x2-CD,"Hex Cap Screw 1/2""-13 x 2"" Cadmium Plated",hex_cap_screw,Torqline,1/2,CD,13,2,EA,1,0.69,discontinued,HHCS-1/2-13x2-ZP
HHCS-3/8-16x1-1/2-CD,"Hex Cap Screw 3/8""-16 x 1-1/2"" Cadmium Plated",hex_cap_screw,Torqline,3/8,CD,16,1-1/2,EA,1,0.43,discontinued,HHCS-3/8-16x1-1/2-ZP
HN-1/2-13-CD,"Hex Nut 1/2""-13 Cadmium Plated (Box of 100)",hex_nut,Torqline,1/2,CD,13,,BX,100,12.12,discontinued,HN-1/2-13-ZP
FW-1/2-CD,"FLAT WASHER 1/2"" CADMIUM PLATED USS (BOX OF 100)",flat_washer,Torqline,1/2,CD,,,BX,100,6.17,discontinued,FW-1/2-ZP
BV-3/4-BR-FNPT-V1,"3/4"" Ball Valve Brass Standard Port FNPT 400 WOG",ball_valve,Valvex,3/4,BR,FNPT,,EA,1,10.23,discontinued,BV-3/4-BR-FNPT
HOSE-3/8-PUSH-R100,"3/8"" ID Push-Lock Hose 300 PSI Blue 100 ft Reel",hose,Flexon,3/8,NBR,,100,RL,1,155.45,discontinued,HOSE-3/8-PUSH-R50
WN-YEL-50,Wire Nut Yellow Winged Twist-On Connector (Box of 50),electrical,Ampline,Yellow,,,,BX,50,4.14,discontinued,WN-YEL
CB-20A-1P-OLD,Circuit Breaker 20A 1-Pole 120V Bolt-On (Legacy Series),electrical,Ampline,20A,,,,EA,1,12.81,discontinued,CB-20A-1P
GLV-LTX-L,Latex Coated Work Glove Size L Blue (Pair),safety,ShieldPro,L,LTX,,,PR,1,1.78,discontinued,GLV-LTX-L-2
SG-AMB,SAFETY GLASSES AMBER LENS WRAPAROUND,safety,ShieldPro,,,,,EA,1,2.89,discontinued,SG-AMB-AF
EMT-3/4-10-OLD,"3/4"" EMT Conduit 10 ft Stick (Old Mill Code)",electrical,Ampline,3/4,GALV,,10,EA,1,10.58,discontinued,EMT-3/4-10
EL90-3/8-GV,"3/8"" 90 Elbow Galvanized NPT 150#",pipe_fitting,Valvex,3/8,GALV,NPT,,EA,1,1.23,active,
EL90-1/2-GV,"1/2"" 90 Elbow Galvanized NPT 150#",pipe_fitting,Valvex,1/2,GALV,NPT,,EA,1,1.33,active,
EL90-1-1/2-GV,"1-1/2"" 90 Elbow Galvanized NPT 150#",pipe_fitting,Valvex,1-1/2,GALV,NPT,,EA,1,4.61,active,
TEE-3/8-GV,"3/8"" Tee Galvanized NPT 150#",pipe_fitting,Valvex,3/8,GALV,NPT,,EA,1,1.55,active,
TEE-1-1/2-GV,"1-1/2"" Tee Galvanized NPT 150#",pipe_fitting,Valvex,1-1/2,GALV,NPT,,EA,1,7.25,active,
CPL-3/8-GV,"3/8"" Coupling Galvanized NPT 150#",pipe_fitting,Valvex,3/8,GALV,NPT,,EA,1,0.92,active,
CPL-3/4-GV,"3/4"" Coupling Galvanized NPT 150#",pipe_fitting,Valvex,3/4,GALV,NPT,,EA,1,1.81,active,
CPL-1-1/2-GV,"1-1/2"" Coupling Galvanized NPT 150#",pipe_fitting,Valvex,1-1/2,GALV,NPT,,EA,1,3.63,active,
HHCS-7/16-14x1-ZP,"Hex Cap Screw 7/16""-14 x 1"" Zinc Plated",hex_cap_screw,Torqline,7/16,ZP,14,1,EA,1,0.33,active,
HN-7/16-14-ZP,"Hex Nut 7/16""-14 Zinc Plated (Box of 100)",hex_nut,Torqline,7/16,ZP,14,,BX,100,10.08,active,
GLV-LTX-L-2,Latex Coated Work Glove Size L Blue Crinkle Grip (Pair),safety,ShieldPro,L,LTX,,,PR,1,1.80,active,
SG-AMB-AF,Safety Glasses Amber Lens Anti-Fog Wraparound,safety,ShieldPro,,,,,EA,1,2.81,active,
